Row ID,Order ID,Order Date,Ship Date,Customer ID,Customer Name,Country,City,State,Postal Code,Product ID,Product Name,Sales,Shipping Days,Order Year,Category_Furniture,Category_Office Supplies,Category_Technology,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Consumer,Segment_Corporate,Segment_Home Office,Region_Central,Region_East,Region_South,Region_West,Sub-Category_Accessories,Sub-Category_Appliances,Sub-Category_Art,Sub-Category_Binders,Sub-Category_Bookcases,Sub-Category_Chairs,Sub-Category_Copiers,Sub-Category_Envelopes,Sub-Category_Fasteners,Sub-Category_Furnishings,Sub-Category_Labels,Sub-Category_Machines,Sub-Category_Paper,Sub-Category_Phones,Sub-Category_Storage,Sub-Category_Supplies,Sub-Category_Tables
1896,CA-2016-109197,2016-12-31,2017-01-04,JO-15280,Jas O'Carroll,United States,Missoula,Montana,59801.0,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,0.410480005062857,0.022221783235419408,2016,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,CA-2018-141789,2018-10-03,2018-10-06,AC-10450,Amy Cox,United States,Minneapolis,Minnesota,55407.0,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,2.494671707010287,-0.5493621425050261,2018,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,CA-2015-169775,2015-08-29,2015-09-02,RA-19945,Ryan Akin,United States,Miami,Florida,33178.0,OFF-EN-10001749,Jiffy Padded Mailers with Self-Seal Closure,-0.32070647424601206,0.022221783235419408,2015,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1899,CA-2015-169775,2015-08-29,2015-09-02,RA-19945,Ryan Akin,United States,Miami,Florida,33178.0,OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,0.43791609502016177,0.022221783235419408,2015,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,CA-2015-169775,2015-08-29,2015-09-02,RA-19945,Ryan Akin,United States,Miami,Florida,33178.0,FUR-TA-10001857,Balt Solid Wood Rectangular Table,-0.09050232729474438,0.022221783235419408,2015,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1901,CA-2017-140543,2017-06-29,2017-07-03,Co-12640,Corey-Lock,United States,Florence,South Carolina,29501.0,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,-0.06206164109336543,0.022221783235419408,2017,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1902,CA-2017-151141,2017-08-20,2017-08-23,DW-13480,Dianna Wilson,United States,Detroit,Michigan,48205.0,TEC-PH-10004924,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",-0.34468911500208327,-0.5493621425050261,2017,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1903,CA-2018-167094,2018-10-21,2018-10-22,DK-12835,Damala Kotsonis,United States,Springfield,Oregon,97477.0,OFF-PA-10003953,Xerox 218,-0.3600030237521005,-1.6925299939859173,2018,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1904,CA-2018-167094,2018-10-21,2018-10-22,DK-12835,Damala Kotsonis,United States,Springfield,Oregon,97477.0,FUR-CH-10000155,Global Comet Stacking Armless Chair,0.3953129157798053,-1.6925299939859173,2018,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1905,CA-2018-167094,2018-10-21,2018-10-22,DK-12835,Damala Kotsonis,United States,Springfield,Oregon,97477.0,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,-0.32295345043609375,-1.6925299939859173,2018,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,CA-2018-154410,2018-10-21,2018-10-24,MD-17860,Michael Dominguez,United States,Indianapolis,Indiana,46203.0,OFF-ST-10002743,SAFCO Boltless Steel Shelving,1.0825556902803712,-0.5493621425050261,2018,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1907,US-2017-150567,2017-05-17,2017-05-21,RP-19855,Roy Phan,United States,Apopka,Florida,32712.0,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,-0.3635649916897869,0.022221783235419408,2017,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,US-2017-150567,2017-05-17,2017-05-21,RP-19855,Roy Phan,United States,Apopka,Florida,32712.0,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",-0.32515893416812003,0.022221783235419408,2017,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,CA-2016-157959,2016-02-03,2016-02-04,RW-19540,Rick Wilson,United States,Los Angeles,California,90008.0,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,-0.1497703139675785,-1.6925299939859173,2016,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1910,CA-2018-105886,2018-12-18,2018-12-23,DB-13660,Duane Benoit,United States,Oceanside,New York,11572.0,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",-0.3380184044377781,0.5938057089758649,2018,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1911,CA-2017-105963,2017-11-15,2017-11-22,SC-20770,Stewart Carmichael,United States,Los Angeles,California,90008.0,TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,-0.2096630813069019,1.736973560456756,2017,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,CA-2018-121503,2018-07-03,2018-07-06,FH-14275,Frank Hawley,United States,Houston,Texas,77041.0,OFF-PA-10001878,Xerox 1891,0.06882472197889548,-0.5493621425050261,2018,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1913,CA-2018-121503,2018-07-03,2018-07-06,FH-14275,Frank Hawley,United States,Houston,Texas,77041.0,TEC-MA-10003674,Hewlett-Packard Deskjet 5550 Printer,0.5846653439797893,-0.5493621425050261,2018,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1914,CA-2015-103366,2015-01-15,2015-01-17,EH-13990,Erica Hackney,United States,Roswell,Georgia,30076.0,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,-0.1289762090266943,-1.1209460682454717,2015,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,CA-2018-124597,2018-04-30,2018-05-05,AS-10630,Ann Steele,United States,Boynton Beach,Florida,33437.0,OFF-LA-10003190,Avery 474,-0.36092224128440664,0.5938057089758649,2018,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1916,CA-2018-124597,2018-04-30,2018-05-05,AS-10630,Ann Steele,United States,Boynton Beach,Florida,33437.0,OFF-AR-10002280,Staples in misc. colors,-0.34349540890110236,0.5938057089758649,2018,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1917,CA-2018-124597,2018-04-30,2018-05-05,AS-10630,Ann Steele,United States,Boynton Beach,Florida,33437.0,OFF-LA-10001569,Avery 499,-0.3492022177475031,0.5938057089758649,2018,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1918,CA-2016-105634,2016-11-08,2016-11-14,HA-14905,Helen Abelman,United States,Franklin,Massachusetts,2038.0,OFF-AR-10001573,American Pencil,-0.3496841686064553,1.1653896347163104,2016,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,CA-2016-123673,2016-10-30,2016-11-01,CH-12070,Cathy Hwang,United States,Detroit,Michigan,48227.0,TEC-PH-10001809,Panasonic KX T7736-B Digital phone,0.11032356348946741,-1.1209460682454717,2016,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1920,US-2018-111423,2018-08-17,2018-08-19,EH-13765,Edward Hooks,United States,Watertown,New York,13601.0,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,1.061490288498355,-1.1209460682454717,2018,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,US-2018-111423,2018-08-17,2018-08-19,EH-13765,Edward Hooks,United States,Watertown,New York,13601.0,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,0.3699131479947621,-1.1209460682454717,2018,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1922,CA-2016-125178,2016-10-03,2016-10-09,MZ-17515,Mary Zewe,United States,Reading,Pennsylvania,19601.0,OFF-ST-10002562,Staple magnet,-0.34432525806221204,1.1653896347163104,2016,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1923,CA-2017-156685,2017-07-08,2017-07-10,SC-20230,Scot Coram,United States,Arlington,Texas,76017.0,TEC-PH-10004345,Cisco SPA 502G IP Phone,1.0099758059586972,-1.1209460682454717,2017,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1924,CA-2017-156685,2017-07-08,2017-07-10,SC-20230,Scot Coram,United States,Arlington,Texas,76017.0,OFF-AR-10000588,Newell 345,-0.2922873322055465,-1.1209460682454717,2017,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,CA-2018-126865,2018-12-05,2018-12-07,NP-18325,Naresj Patel,United States,San Diego,California,92024.0,OFF-PA-10003039,Xerox 1960,-0.2199564026322053,-1.1209460682454717,2018,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1926,CA-2018-102834,2018-03-09,2018-03-13,LW-16990,Lindsay Williams,United States,San Francisco,California,94110.0,TEC-AC-10001908,Logitech Wireless Headset h800,-0.04913514454531002,0.022221783235419408,2018,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,US-2017-139710,2017-06-09,2017-06-15,GM-14680,Greg Matthias,United States,Los Angeles,California,90045.0,TEC-PH-10001198,Avaya 4621SW VoIP phone,-0.08504207940101952,1.1653896347163104,2017,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1928,CA-2018-121538,2018-11-28,2018-12-01,RH-19495,Rick Hansen,United States,Denver,Colorado,80219.0,OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",-0.22661434628633953,-0.5493621425050261,2018,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1929,US-2018-101539,2018-03-16,2018-03-18,VM-21685,Valerie Mitchum,United States,Seattle,Washington,98105.0,OFF-PA-10001972,Xerox 214,-0.35793478430441167,-1.1209460682454717,2018,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1930,US-2018-101539,2018-03-16,2018-03-18,VM-21685,Valerie Mitchum,United States,Seattle,Washington,98105.0,OFF-ST-10004180,Safco Commercial Shelving,-0.2940523575366761,-1.1209460682454717,2018,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1931,US-2018-101539,2018-03-16,2018-03-18,VM-21685,Valerie Mitchum,United States,Seattle,Washington,98105.0,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,0.6849558068274431,-1.1209460682454717,2018,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1932,CA-2017-152121,2017-11-27,2017-11-29,CC-12670,Craig Carreira,United States,Scottsdale,Arizona,85254.0,TEC-PH-10002483,Motorola Moto X,0.06578619735821678,-1.1209460682454717,2017,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1933,CA-2018-161200,2018-08-06,2018-08-10,SV-20365,Seth Vernon,United States,Lafayette,Louisiana,70506.0,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,-0.13569479550414035,0.022221783235419408,2018,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1934,CA-2018-161200,2018-08-06,2018-08-10,SV-20365,Seth Vernon,United States,Lafayette,Louisiana,70506.0,FUR-FU-10001706,Longer-Life Soft White Bulbs,-0.343699679463837,0.022221783235419408,2018,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1935,CA-2018-101245,2018-11-27,2018-12-03,LW-16990,Lindsay Williams,United States,San Francisco,California,94109.0,OFF-PA-10003129,Tops White Computer Printout Paper,0.021992503744422107,1.1653896347163104,2018,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1936,CA-2018-101245,2018-11-27,2018-12-03,LW-16990,Lindsay Williams,United States,San Francisco,California,94109.0,TEC-AC-10001284,Enermax Briskie RF Wireless Keyboard and Mouse Combo,-0.10310725729286979,1.1653896347163104,2018,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1937,CA-2016-141768,2016-05-25,2016-05-27,NP-18685,Nora Pelletier,United States,San Francisco,California,94109.0,FUR-FU-10002268,Ultra Door Push Plate,-0.3447689081906515,-1.1209460682454717,2016,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1938,CA-2017-112109,2017-07-08,2017-07-12,JE-15715,Joe Elijah,United States,Broomfield,Colorado,80020.0,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,-0.3364097737562423,0.022221783235419408,2017,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,CA-2017-112109,2017-07-08,2017-07-12,JE-15715,Joe Elijah,United States,Broomfield,Colorado,80020.0,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",-0.3148336955673893,0.022221783235419408,2017,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1940,CA-2017-112109,2017-07-08,2017-07-12,JE-15715,Joe Elijah,United States,Broomfield,Colorado,80020.0,OFF-BI-10001634,Wilson Jones Active Use Binders,-0.3543345156362125,0.022221783235419408,2017,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,CA-2017-112109,2017-07-08,2017-07-12,JE-15715,Joe Elijah,United States,Broomfield,Colorado,80020.0,FUR-CH-10004287,SAFCO Arco Folding Chair,0.6895901952194866,0.022221783235419408,2017,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1942,CA-2018-144064,2018-08-29,2018-09-01,CP-12085,Cathy Prescott,United States,Quincy,Illinois,62301.0,OFF-LA-10004544,Avery 505,-0.29269587333101593,-0.5493621425050261,2018,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1943,CA-2018-144064,2018-08-29,2018-09-01,CP-12085,Cathy Prescott,United States,Quincy,Illinois,62301.0,OFF-ST-10004507,Advantus Rolling Storage Box,-0.32448547965660407,-0.5493621425050261,2018,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1944,CA-2018-144064,2018-08-29,2018-09-01,CP-12085,Cathy Prescott,United States,Quincy,Illinois,62301.0,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,-0.3631053829236338,-0.5493621425050261,2018,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,CA-2017-108581,2017-06-20,2017-06-26,EA-14035,Erin Ashbrook,United States,Carrollton,Texas,75007.0,TEC-AC-10001109,Logitech Trackman Marble Mouse,-0.2151241271325125,1.1653896347163104,2017,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1946,CA-2017-108581,2017-06-20,2017-06-26,EA-14035,Erin Ashbrook,United States,Carrollton,Texas,75007.0,OFF-PA-10000809,Xerox 206,-0.35173006596134504,1.1653896347163104,2017,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1947,CA-2018-157987,2018-09-02,2018-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009.0,OFF-AR-10000658,Newell 324,-0.3314115284243276,0.022221783235419408,2018,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1948,CA-2018-157987,2018-09-02,2018-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009.0,FUR-FU-10001196,DAX Cubicle Frames - 8x10,-0.3498597136213054,0.022221783235419408,2018,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1949,CA-2018-157987,2018-09-02,2018-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009.0,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,0.03791284072755802,0.022221783235419408,2018,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1950,CA-2018-157987,2018-09-02,2018-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009.0,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,-0.34756166979054004,0.022221783235419408,2018,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,CA-2018-157987,2018-09-02,2018-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009.0,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",-0.32609411033813984,0.022221783235419408,2018,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1952,CA-2018-157987,2018-09-02,2018-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009.0,TEC-PH-10003885,Cisco SPA508G,-0.05234283072575339,0.022221783235419408,2018,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1953,CA-2018-157987,2018-09-02,2018-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009.0,OFF-LA-10001641,Avery 518,-0.33811415626406,0.022221783235419408,2018,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1954,CA-2018-157987,2018-09-02,2018-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009.0,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,1.6782756774931626,0.022221783235419408,2018,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1955,CA-2018-157987,2018-09-02,2018-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009.0,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,-0.36042433178774086,0.022221783235419408,2018,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1956,CA-2018-157987,2018-09-02,2018-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009.0,TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,0.011539596041982216,0.022221783235419408,2018,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,CA-2018-157987,2018-09-02,2018-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009.0,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,-0.10021874386669938,0.022221783235419408,2018,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,CA-2018-157987,2018-09-02,2018-09-06,AC-10615,Ann Chong,United States,New York City,New York,10009.0,OFF-PA-10003893,Xerox 1962,-0.3409547937770894,0.022221783235419408,2018,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1959,CA-2018-110905,2018-09-10,2018-09-15,RW-19690,Robert Waldorf,United States,Springfield,Missouri,65807.0,OFF-BI-10003669,3M Organizer Strips,-0.3424229884467452,0.5938057089758649,2018,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1960,CA-2018-110905,2018-09-10,2018-09-15,RW-19690,Robert Waldorf,United States,Springfield,Missouri,65807.0,OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",-0.3140325719541642,0.5938057089758649,2018,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1961,CA-2018-110905,2018-09-10,2018-09-15,RW-19690,Robert Waldorf,United States,Springfield,Missouri,65807.0,TEC-AC-10003023,Logitech G105 Gaming Keyboard,0.10545617898680464,0.5938057089758649,2018,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,CA-2018-110905,2018-09-10,2018-09-15,RW-19690,Robert Waldorf,United States,Springfield,Missouri,65807.0,TEC-AC-10002217,Imation Clip USB flash drive - 8 GB,-0.18826254813289905,0.5938057089758649,2018,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1963,CA-2018-110905,2018-09-10,2018-09-15,RW-19690,Robert Waldorf,United States,Springfield,Missouri,65807.0,OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,-0.34639668923744366,0.5938057089758649,2018,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,CA-2018-110905,2018-09-10,2018-09-15,RW-19690,Robert Waldorf,United States,Springfield,Missouri,65807.0,OFF-PA-10002586,Xerox 1970,-0.3285389736358708,0.5938057089758649,2018,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1965,CA-2018-110905,2018-09-10,2018-09-15,RW-19690,Robert Waldorf,United States,Springfield,Missouri,65807.0,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,0.08860385756119164,0.5938057089758649,2018,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1966,CA-2018-110905,2018-09-10,2018-09-15,RW-19690,Robert Waldorf,United States,Springfield,Missouri,65807.0,OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,-0.3296879955512535,0.5938057089758649,2018,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,CA-2018-165841,2018-12-21,2018-12-28,DB-13210,Dean Braden,United States,Paterson,New Jersey,7501.0,TEC-PH-10002103,Jabra SPEAK 410,0.08170972606889543,1.736973560456756,2018,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1968,CA-2018-165841,2018-12-21,2018-12-28,DB-13210,Dean Braden,United States,Paterson,New Jersey,7501.0,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",-0.25736344943299777,1.736973560456756,2018,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1969,CA-2018-165841,2018-12-21,2018-12-28,DB-13210,Dean Braden,United States,Paterson,New Jersey,7501.0,OFF-PA-10001144,Xerox 1913,-0.10266041543688763,1.736973560456756,2018,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1970,CA-2018-117485,2018-09-23,2018-09-29,BD-11320,Bill Donatelli,United States,Tulsa,Oklahoma,74133.0,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,0.09765240514483037,1.1653896347163104,2018,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,CA-2018-140242,2018-05-06,2018-05-11,ML-17755,Max Ludwig,United States,Chicago,Illinois,60623.0,OFF-AR-10004752,Blackstonian Pencils,-0.3580496864959499,0.5938057089758649,2018,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1972,CA-2018-140242,2018-05-06,2018-05-11,ML-17755,Max Ludwig,United States,Chicago,Illinois,60623.0,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,0.284023759819905,0.5938057089758649,2018,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1973,CA-2015-148950,2015-12-14,2015-12-19,JD-16015,Joy Daniels,United States,Chicago,Illinois,60610.0,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,-0.36013069285380966,0.5938057089758649,2015,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1974,CA-2015-148950,2015-12-14,2015-12-19,JD-16015,Joy Daniels,United States,Chicago,Illinois,60610.0,OFF-FA-10003059,Assorted Color Push Pins,-0.36365436006098334,0.5938057089758649,2015,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
